Name,Issue Type,Priority,Rank,Status,Target Sprint,Build Number,Opened Date,Opened Time,Days old,Attachments,Assigned to,Progress Comments,Description,Duplicates?,Bug source,Associated features,Created by,Notification status,If complete,Closed,Notified users?,Status Time Changed,Date Completed,Minutes To Completion
CAREER SECTION: Dates associated with attributes in the Career Section not defaulting to today as expected. defaultToToday behavior is associated with each attribute.,Functional Bug,Critical,41,Complete,,,2020-05-29,5/29/2020 10:55am,71,,,,"Examples of Attributes with defaultToToday
- Accolade.dateOccurred
- Accomplishment.dateOccurred
- DeliverAskAction.actionDate
- DeliverPitchAction.actionDate",,,,,⚠️ Need to notify,1,1,,6/4/2020 5:13pm,2020-06-05,9017
"CAREER SECTION: When I delete a Pitch, but I have created a Practice Pitch Action, the Pitch entry deletes from Recents, but the Practice Pitch Action entry remains in Recents. When I click on the Practice Pitch recents card, it causes errors and the app hangs. ",Functional Bug,Critical,41,Complete,,,2020-05-29,5/29/2020 11:31am,71,"Screen Shot 2020-05-27 at 3.54.12 PM.png (https://dl.airtable.com/.attachments/a25d6b8d41b7a12fe048d6d3e813cbd7/5e3ebf21/ScreenShot2020-05-27at3.54.12PM.png),Screen Shot 2020-05-27 at 3.54.18 PM.png (https://dl.airtable.com/.attachments/d5fd0ab86b01172be4be045a03c409d5/b7c8243f/ScreenShot2020-05-27at3.54.18PM.png)",,,,,,,,⚠️ Need to notify,1,1,,6/4/2020 5:52pm,2020-06-05,9021
HOMEPAGE: UpNext: We would like these chats preloaded into UpNext when a user first comes into app,New Feature,Critical,40,Complete,,,2020-05-29,5/29/2020 12:34pm,71,image (4).png (https://dl.airtable.com/.attachments/a6194479a3b3cc13e2213aaf53601384/92e3f45d/image4.png),,,"We propose the following chats be uploaded into UpNext when a new user first enters the app. From left to right in UpNext:
1. WelcomeToCheaSeed
2. ChooseYourJourney
3. YoureShort1M
4. 875MorePerMonth
5. IntroCareerQuiz
6. SelfAdvocacy",,,,,⚠️ Need to notify,1,1,,6/4/2020 5:34pm,2020-06-05,8940
CAREER SECTION: Changes to how name of Actions display on the cards in the Recents section.,New Feature,Critical,41,Complete,,,2020-06-01,6/1/2020 2:40pm,68,Screen Shot 2020-06-01 at 6.09.30 PM.png (https://dl.airtable.com/.attachments/6e3f3cafdcf6e0888af0054bc718bd2d/f7176017/ScreenShot2020-06-01at6.09.30PM.png),,"
","We propose changing the tag text on the recent cards to 
- Took the Credit (from I took the Credit)
- Practiced a Pitch (from I practiced a pitch)
- Delivered a Pitch (from I delivered a pitch)
- Practiced an Ask
- Delivered an Ask",,,,,⚠️ Need to notify,1,1,,6/5/2020 3:22pm,2020-06-05,5801
"HOMEPAGE: Career Plan: We propose the Goal, Motivations, and Objectives card headers click through to the respective career sections. ",New Feature,Critical,40,Complete,,38,2020-01-15,1/15/2020 12:17pm,206,,Adam Galper,"Little problem with using the back button after having clicked on a header.
6.4.2020 Would using a chevron icon help with the back button issues?","We propose the Goal, Motivations, and Objectives card headers in Career Plan click through to the respective Entry Lists in Career. 

So when a user clicks on Goal while in the Career Plan, the user will go to the Goal Entry List in the Career section. 

Rather than clicking on the headings, it could also be a carrot that she clicks on. ",,,,,⚠️ Need to notify,1,1,,6/5/2020 6:42pm,2020-06-06,204804
UI SCRUB: use larger finger targets in the app,UI Fix,High,7,Complete,,,2020-03-10,3/9/2020 5:33pm,151,,,"Let's get specific: sectionlist and recent history, 70px item height, 20px margin",,,,,,⚠️ Need to notify,1,1,,6/6/2020 1:26pm,2020-06-06,127913
STATS: Market Savvy Stats settings and card,New Feature,Critical,8,Complete,,,2020-03-25,3/25/2020 10:44am,136,"IMG_9037.JPG (https://dl.airtable.com/.attachments/511afa3ac39f8de5c30a025b6dba7560/ce30d2aa/IMG_9037.JPG),IMG_9036.JPG (https://dl.airtable.com/.attachments/3925b011c2e62b496986d147e4ce7dbd/ed4d4f0a/IMG_9036.JPG)",,"Is there click through behavior?
e.g. click on 1 to go to first Market Info, 2 for 2nd, etc...

6.4.2020
- Beta2 Functionality: There should be a message that appears when she completes all 9 market infos that tells her Market Savvy Complete or something of that nature. And let's her know a new card is starting. ","Updated 6.2.2020
[ ] The gear clicks through to the MarketSettings chat.
[ ] The 9 square box has dimmed (light grey) numbers from 1-9 in each of the smaller boxes
[ ] When a user adds a Market Info entry, a number in the 9 square box lights up to bright pink. 
    - If it's the first piece of market info, then 1 lights up. 
    - If it's the second piece of market info, then 1 and 2 are lit up. 

------------------------------------
OLD PROPOSAL
SETTINGS: 
The Market Savvy settings page is a short explanation of what the Market Saavy Stats card is. At the bottom of the page, we'd like a ""See My Market Info"" button. When she clicks the button, she is taken to the Market Info entries page.

CARD: 
The Market Saavy card keeps the current UI. The numbers will all be greyed out at first. The numbers will light up once she creates a Market Info entry. 

We'd like a one time message on the card that says ""Tap for deets"" to cue the user that the card is clickable. 

We'd also like to change the subtitle of the card to ""Are you ask ready?"" The title Market Savvy will remain. ",,,,,⚠️ Need to notify,1,1,,6/5/2020 6:41pm,2020-06-06,104156
CAREER SECTION: Change font-size of card title and question text on cards in View Entry pages. See pics,UI Fix,Critical,41,Complete,,,2020-05-29,5/29/2020 10:55am,71,"Screen Shot 2020-05-29 at 10.53.06 AM.png (https://dl.airtable.com/.attachments/b9fd20bf3a21406a0c8d4b01599555c7/85aa7adf/ScreenShot2020-05-29at10.53.06AM.png),Screen Shot 2020-05-29 at 10.53.12 AM.png (https://dl.airtable.com/.attachments/48b32b7e21fceac5dba02480fdfd5864/8218793d/ScreenShot2020-05-29at10.53.12AM.png)",,6.3.2020 For nicole: We probably want to define box-shadow: none for cards on the View Entry pages.,"Card title font-size to 18px (from 17px)
Card question font-size to 14px (from 12px)",,,,,⚠️ Need to notify,1,1,,6/5/2020 6:42pm,2020-06-06,10547
ESSENTIALS: Support for a Series belonging to multiple Topics,New Feature,Critical,3,Complete,,,2020-06-03,6/3/2020 4:32pm,66,,,,An example: The Mindset of Negotiation series is modeled in Airtable as belonging to both the Mindset topic and the Negotiation topic.,,,,,⚠️ Need to notify,1,1,,6/5/2020 6:40pm,2020-06-06,3008
"PINK PLUS BUTTON: When Pitch is selected from the pink plus button, the button lands on the Pitch Entry List rather than the Pitch Edit Entry",Functional Bug,Critical,3,Complete,,,2020-06-04,6/4/2020 4:41pm,65,,,,"For all other options from the pink plus, the user is directed to the Edit Entry screens. ",,,,Nicole Johnson,⚠️ Need to notify,1,1,,6/5/2020 6:41pm,2020-06-06,1559
CAREER SECTION: Adjusting the cards to 120px height has interfered with the cards that have a responsive height in the Entry Views,UI Fix,High,,Complete,,,2020-05-27,5/26/2020 10:18pm,73,Screen Shot 2020-05-26 at 11.52.01 PM.png (https://dl.airtable.com/.attachments/eb60b1f0e09b36e7fc17f315acff6dc0/dca0a041/ScreenShot2020-05-26at11.52.01PM.png),,Made card min-height 120px. Check how this affects all other entry cards elsewhere in the app.,"We want the minimum height to be 120px, but for cards that have more text than fits on 120px height, we propose the card height increase.",,,,,⚠️ Need to notify,1,1,,6/8/2020 3:56pm,2020-06-08,18338
"CAREER SECTION: In Plan, there is no way to see plan view with goal, motivation and objectives in one view for long term and short term",New Feature,High,20,Complete,,25,2019-12-02,12/2/2019 11:28am,250,,,6.9.2020 We now have motivations and objectives associated with a Goal on the Goal Entry View page. Career Plans for the short term and long term are still viewable in the career plan on the homepage as well. ,"We can do this on home page, so it's just having this same visibility in Career Section",,,,,⚠️ Need to notify,1,1,,6/9/2020 9:47am,2020-06-09,273439
COLLECTIONS: Collections View: Add a tag to the cards in the Entry View list to indicate Accomplishment or Shoutout; remove the Contents subheading. ,New Feature,Critical,15,Complete,,,2020-05-12,5/12/2020 3:59pm,88,"Screen Shot 2020-05-12 at 3.58.52 PM.png (https://dl.airtable.com/.attachments/51dc5713f6f3f2f7096086026ab7c3ac/52031c89/ScreenShot2020-05-12at3.58.52PM.png),Screen Shot 2020-05-29 at 11.29.39 AM.png (https://dl.airtable.com/.attachments/6a44abbc4d39bef3b3851491a54ce399/cf7f53ec/ScreenShot2020-05-29at11.29.39AM.png)",,"Option 1: Add the tag into a radio button look and move to the left. 

Option 2: change the tag font-color to light grey and more flush left. ","We propose removing the CONTENT heading and having the entries display below without a heading. 

We also propose adding an Accomplishment or Shoutout tag to the cards in the Collection Entry View. My mock up shows the tag on the left side, but we propose the tag be in the lower right corner. ",,,,,⚠️ Need to notify,1,1,,6/9/2020 9:36am,2020-06-09,39937
TAKEAWAY TILES: Set the vertical alignment of the text to middle for the Inspiration Takeaway Tile on the homepage and for the png image that is rendered when a Takeaway Tile is shared from the Takeaway Tile page. ,UI Fix,Critical,20,Complete,,,2020-06-11,6/11/2020 9:43am,58,,Adam Galper,,The takeaways on the Takeaway Page are set to vertical align: middle. We propose setting the vertical alignment to middle for the Inspiration Takeaway Tile on the homepage and for the png images generated when sharing from the Takeaway Tile landing page. ,,,,,⚠️ Need to notify,1,1,,6/15/2020 12:43pm,2020-06-15,5939
SHARE: Sharing Takeaway Tiles: Any images that are shared need to be scalable so they behave properly within the target app,New Feature,Critical,1,Complete,,,2020-05-31,5/31/2020 3:30pm,69,,,,"Links with more information about aspect ratio and resolution: 
https://louisem.com/37587/whats-the-best-instagram-image-size

https://help.instagram.com/1631821640426723",,,,,⚠️ Need to notify,1,1,,7/2/2020 7:23am,2020-07-02,45593
STATS: Pitch Stats Settings chat,New Feature,Critical,4,Complete,,,2020-03-25,3/25/2020 10:45am,136,,,,"SETTINGS:
The Pitch Stats settings chat uses the attribute StatsConfig.pitchPeriod to set the Pitch Freshness Period. 
If the user does not make a selection, the Pitch Freshness period defaults to 1 month. ",,,,,⚠️ Need to notify,1,1,,7/8/2020 11:29am,2020-07-08,151244
STATS: Challenge Stats card,UI Fix,Critical,8,Complete,,,2020-03-25,3/25/2020 10:49am,136,,,,We propose hiding this metric card since we are not going to include Challenges in the Beta 1 release. ,,,,,⚠️ Need to notify,1,1,,7/8/2020 11:29am,2020-07-08,151240
HOMEPAGE: Align the height of the cards in the different sections of the homepage. See progress comments.,UI Fix,Critical,15,Complete,,,2020-05-04,5/4/2020 9:54am,96,"Screen Shot 2020-05-04 at 9_52_01 AM.png (https://dl.airtable.com/.attachments/57c74d9c6ccf6c4cc60c96eb114808fe/7f175569/ScreenShot2020-05-04at9_52_01AM.png),Screen Shot 2020-06-03 at 5.27.10 PM.png (https://dl.airtable.com/.attachments/4de292f2ee475240bd4756a174d98dcd/4627fdb1/ScreenShot2020-06-03at5.27.10PM.png)",Adam Galper,"Update 6.4.2020
- remove the ""0%"" text on the bottom of cards in In Progress
- fix the progress bar to the bottom of the card so it is aligned on all cards
------------------------
The text on the card on the far left of In Progress goes below the bottom of the card. One solution is to shorten chat names so the cards all look uniform. We could also propose reducing the space between the subtitle and progress bar. ","The pixels listed here are for the height.
Title Bar 60px
NewsFlash Bar 60px
UpNext Cards 150px
Takeaway Tile 180px
Inspiration Pad 150px
Stats 240px
Playlist 150px
In Progress 150px",,,,,⚠️ Need to notify,1,1,,7/8/2020 11:54am,2020-07-08,93720
HOMEPAGE: Career Plan: Use the back button to jump between sections of the app. See description,New Feature,Critical,15,Complete,,38,2020-06-06,6/5/2020 6:41pm,63,,Adam Galper,,"When a user clicks on the Goal, Motivation, Objective header in the Career Plan from the Homepage, she goes to the respective section list in Career. When she clicks the back arrow from the section list, she is returned to the Career Section. We propose she return back to the Career Plan on the Homepage.

6/30/2020 Decision to remove clickthrough to sectionlist",,,,,⚠️ Need to notify,1,1,,7/8/2020 11:59am,2020-07-08,47117
STATS: Pitch Stats Card,New Feature,Critical,4,Complete,,,2020-06-06,6/5/2020 6:52pm,63,"IMG_9040.JPG (https://dl.airtable.com/.attachments/9a99854d605525baadd67bf32ea0c79a/ed1c1999/IMG_9040.JPG),image (1).png (https://dl.airtable.com/.attachments/64b1b27200a84bb8a105c3ff301fdd84/a64759d3/image1.png),IMG_9042.JPG (https://dl.airtable.com/.attachments/df3e58fea0c0747c7a376953de7b784d/18d0e3bb/IMG_9042.JPG)",,,"PURPOSE OF THIS STAT CARD:
The goal of the Pitch Stats is to help the user ensure that anytime she runs into her boss or another networking prospect, the user has something new to say about what she is doing in her career. 

CARD FUNCTIONALITY:
- System scans all of a users pitches. 
- When there are multiple pitches in the Pitch Section List, the system uses the most recent pitch. 
    - The system looks at the Practice Dates to evaluate most recent. If there are no practice dates, then use the create date of the Pitch. 
- From the card, she can click through to the View Pitch Entry for the respective pitch. 
- The Pitches stay lit up in color when they are Fresh-- meaning that the pitch create date or the pitch practice date are within the window of time the user sets for the Pitch Freshness Period
    - Ex: A user sets a 1 month Pitch Freshness Period in the settings chat. She enters her pitch and practices it on 6/4/2020. On 7/4/2020, her pitch would dim to vellum or grey because it is outside of the Pitch Freshness Period the user set.

CARD DESIGN:
The Pitch stats card is shown in the attached picture. A picture from Rent the Runway is also attached for reference as to what we are going for. 

The title of the card is Pitch Prepped.

We'd like four square boxes with white space between each box. On each box we want the pitch type name: Elevator in top left, Networking in top right, Goal in bottom left, Social in bottom right. 

The boxes will be Vellum color (#f8f6ea) when they are empty (meaning there is no pitch for that type entered in the Pitch entries), and it will turn the green color used for the Low Satisfaction on the Satisfaction Stats card when there is a pitch for the pitch type. 

LATER FUNCTIONALITY:
For the user that is practicing her pitch and actively using a pitch that falls outside the Pitch Freshness Period, we would ask her ""Is this Pitch still Fresh?"" and she could select whether she wants to keep the current pitch as Fresh or if she wants to add a new fresh pitch. ",,,,,⚠️ Need to notify,1,1,,7/8/2020 11:30am,2020-07-08,47078
SHARE: Customizing the message that is shared with a script or guide,New Feature,Critical,20,Complete,,,2020-06-12,6/12/2020 3:09pm,57,,,"See Globals in Airtable
","Take a look at this {{script/guide}}. I’m a Beta Tester for Chea Seed, a new career app. Chea Seed offers a career dashboard that lets me track my career and learn in ultra-short lessons. This {{script/guide}} was super helpful to me.",,,,,⚠️ Need to notify,1,1,,7/8/2020 2:57pm,2020-07-08,37428
SHARE: Customizing the message that is shared with a tile,New Feature,Critical,20,Complete,,,2020-06-15,6/15/2020 1:59pm,54,,,"Added this to Globals as tileshare.message

May not appear in all share destinations (i.e. only Gmail so far seems to accept it)","Take a look at this tile. I’m a Beta Tester for Chea Seed, a new career app. Chea Seed offers a career dashboard that lets me track my career and learn in ultra-short lessons. Every short lesson ends in a big idea like this one.",,,,,⚠️ Need to notify,1,1,,7/8/2020 2:57pm,2020-07-08,33178
